OPID,WoPC,res_no2,mob_no2
59216661249,1095,34.31355956,23.59410661
59247818760,1095,34.31355956,31.95304938
58934186118,1075,27.21630391,16.7221126
58996183173,1075,27.21630391,20.7672943
59027183638,1075,27.21630391,30.64824631
59061613199,1075,27.21630391,29.36427108
59089187327,1075,27.21630391,35.72281402
59120182305,1075,27.21630391,25.20126169
59151192628,1075,27.21630391,21.30316417
59182187513,1075,27.21630391,25.22780417
59182191946,1075,27.21630391,21.05570197
59244219412,1075,27.21630391,40.13049855
58934186738,1102,26.41888078,15.18854339
58965177097,1102,26.41888078,53.75297719
58934189280,1019,33.35599031,35.80017384
58937619089,1019,33.35599031,30.88728884
58937634217,1019,33.35599031,40.25547441
58999625816,1019,33.35599031,32.97503268
58999652290,1019,33.35599031,27.87886575
59030601543,1019,33.35599031,27.8175964
59089188102,1019,33.35599031,29.96322027
59092603806,1019,33.35599031,22.33349125
59123659575,1019,33.35599031,37.3743581
59151191605,1019,33.35599031,17.58496333
59151192411,1019,33.35599031,28.99636354
59182188722,1019,33.35599031,34.58102424
59213187203,1019,33.35599031,33.1115816
59275217707,1019,33.35599031,25.9714655
59275226325,1019,33.35599031,38.55712421
58934189869,1025,24.12998177,33.56214001
59058186397,1025,24.12998177,27.58712273
59092598226,1025,24.12998177,26.40800363
59120192752,1025,24.12998177,26.53628186
59213189156,1025,24.12998177,25.17509527
58934191698,1072,29.47638734,17.92413964
59027180724,1072,29.47638734,29.82205668
59058187017,1072,29.47638734,22.18622976
59123659451,1072,29.47638734,22.65602903
59151194302,1072,29.47638734,30.57799513
59151194612,1072,29.47638734,17.59733624
59182195542,1072,29.47638734,30.86509595
59185625692,1072,29.47638734,36.24896944
59213189218,1072,29.47638734,39.10006413
59213193775,1072,29.47638734,18.65138028
59247805616,1072,29.47638734,19.21562157
58934192163,1066,27.24088671,22.69096661
59089178368,1066,27.24088671,20.26195448
59120189125,1066,27.24088671,33.05877806
59120192163,1066,27.24088671,23.43223817
59151184692,1066,27.24088671,28.0074814
59154696589,1066,27.24088671,26.09490867
58934194984,1076,35.39856929,25.08957205
59027187885,1076,35.39856929,32.77911968
59061637596,1076,35.39856929,29.81942135
59151188722,1076,35.39856929,34.58479865
59182194364,1076,35.39856929,27.96174609
58937619740,1065,21.83494777,28.34544926
58999635922,1065,21.83494777,34.3206582
59151187637,1065,21.83494777,23.82641699
58937620360,1063,29.94212808,41.25936859
58968581331,1063,29.94212808,27.07627849
58999632791,1063,29.94212808,28.25388444
59027186459,1063,29.94212808,26.28412312
59151184165,1063,29.94212808,38.006962
59185624607,1063,29.94212808,32.69879481
59244215413,1063,29.94212808,28.61935033
58937623212,1055,36.2696021,39.38557375
58996189683,1055,36.2696021,39.95923479
58999643982,1055,36.2696021,24.13480909
59030600954,1055,36.2696021,30.65922693
59058187110,1055,36.2696021,42.82643297
59058187327,1055,36.2696021,30.67008246
59092590414,1055,36.2696021,31.63196938
59092601016,1055,36.2696021,38.06797196
59120184723,1055,36.2696021,33.07000144
59154696961,1055,36.2696021,38.47530789
59216682236,1055,36.2696021,34.36257587
59247826386,1055,36.2696021,35.78544529
58937626684,1051,29.94803067,30.35837231
58937636511,1051,29.94803067,21.89981141
58996180662,1051,29.94803067,28.48130965
58996181499,1051,29.94803067,35.1144918
59027188288,1051,29.94803067,26.92885258
59058190086,1051,29.94803067,33.46075274
59061621104,1051,29.94803067,45.76283267
59092593483,1051,29.94803067,30.45272681
59120192969,1051,29.94803067,35.79040189
59123644509,1051,29.94803067,31.56444625
59123665031,1051,29.94803067,37.23331806
59151196348,1051,29.94803067,30.35472402
59216660536,1051,29.94803067,28.67529916
58965172974,1034,23.16527192,27.46908539
59030597482,1034,23.16527192,23.51633948
58965177624,1064,24.72436056,6.065717574
59089184971,1064,24.72436056,32.40372717
59120186800,1064,24.72436056,19.52400615
59182195759,1064,24.72436056,21.77879124
58965179019,1023,21.47909954,24.96614375
58996190892,1023,21.47909954,28.04675761
58996192690,1023,21.47909954,23.86538475
59058191047,1023,21.47909954,21.66233682
59120186521,1023,21.47909954,24.80511263
58965179112,1096,35.41038081,31.04651945
59027188040,1096,35.41038081,33.05418828
59120185932,1096,35.41038081,35.08157467
59123662830,1096,35.41038081,12.47699792
59154678299,1096,35.41038081,38.94947563
59154678857,1096,35.41038081,37.33584772
59213191884,1096,35.41038081,30.72893779
59247822356,1096,35.41038081,32.24977043
58965183483,1017,27.426008,35.84242079
59027183204,1017,27.426008,21.85592377
59182189404,1017,27.426008,24.18315742
59247817613,1017,27.426008,25.17789578
58968543790,1069,21.12580737,30.13667125
58999646865,1069,21.12580737,30.36050632
59027186831,1069,21.12580737,31.63523104
59058190768,1069,21.12580737,21.24746935
59123659947,1069,21.12580737,26.81565599
59151187730,1069,21.12580737,25.85764231
59151193930,1069,21.12580737,20.25749411
59154695969,1069,21.12580737,26.56185601
59213188815,1069,21.12580737,36.15348171
59275219195,1069,21.12580737,21.35665256
58968574635,1024,22.61716225,22.17979053
58996179825,1024,22.61716225,26.01133387
58996183576,1024,22.61716225,20.29839453
59061618996,1024,22.61716225,26.95019158
58968579719,1067,26.9174433,21.27637096
59182190210,1067,26.9174433,31.1356803
58968583160,1078,32.23307736,36.42031655
58996183514,1078,32.23307736,32.5552315
58996183731,1078,32.23307736,28.52121078
58996187389,1078,32.23307736,31.87278941
59027183669,1078,32.23307736,32.23394465
59058186769,1078,32.23307736,38.20668398
59058188257,1078,32.23307736,17.72419391
59058189652,1078,32.23307736,35.55503917
59061611742,1078,32.23307736,38.9960527
59061615989,1078,32.23307736,25.79172526
59120184599,1078,32.23307736,27.27159379
59275220311,1078,32.23307736,34.84148973
58968584462,1091,32.4946677,20.92623409
58996184754,1091,32.4946677,29.95391218
58999652352,1091,32.4946677,39.58402823
59027182181,1091,32.4946677,17.37524863
59027183545,1091,32.4946677,36.75203623
59027184940,1091,32.4946677,37.50542595
59030599838,1091,32.4946677,27.91805101
59061615958,1091,32.4946677,17.41418423
59151185405,1091,32.4946677,36.051585
59151193000,1091,32.4946677,31.241939
59151193403,1091,32.4946677,21.69744699
59213190520,1091,32.4946677,41.79168308
59213193000,1091,32.4946677,39.93427892
59244209213,1091,32.4946677,29.44105373
59244212251,1091,32.4946677,40.54260152
59244222419,1091,32.4946677,24.93407654
59247803353,1091,32.4946677,25.17353076
59247804252,1091,32.4946677,23.84864527
58968588895,1031,25.86250533,30.364337
59027184475,1031,25.86250533,21.4470794
59027187978,1031,25.86250533,22.13871342
59089189683,1031,25.86250533,28.56570678
59213185715,1031,25.86250533,26.38880959
59275220962,1031,25.86250533,29.56202163
58968589236,1073,29.9305428,25.0170266
58999650058,1073,29.9305428,29.53257537
59030601016,1073,29.9305428,35.10219268
59089190706,1073,29.9305428,26.10634215
59120188164,1073,29.9305428,30.25317985
59151184196,1073,29.9305428,18.54805051
59154700061,1073,29.9305428,27.81776229
59185640510,1073,29.9305428,24.23021702
59213187699,1073,29.9305428,33.97979858
59244215506,1073,29.9305428,33.75259592
59244224403,1073,29.9305428,35.4564947
58968591902,1092,25.32007672,26.89291149
59092605480,1092,25.32007672,35.14254786
59120183576,1092,25.32007672,39.42051671
59123644199,1092,25.32007672,26.28987894
59244211941,1092,25.32007672,24.73925508
59275214917,1092,25.32007672,38.58909064
58996182243,1093,23.06512385,31.3990334
59120183607,1093,23.06512385,32.13848719
59151188505,1093,23.06512385,22.45389986
59213187017,1093,23.06512385,22.88391102
59213194271,1093,23.06512385,31.70215085
59213196627,1093,23.06512385,20.75234964
59216666023,1093,23.06512385,17.15587214
59244211755,1093,23.06512385,23.14796098
58996184413,1068,21.37071734,28.25453156
59061618531,1068,21.37071734,30.0391381
59151192566,1068,21.37071734,22.21512485
58996185250,1033,25.78639443,33.02805363
59092609975,1033,25.78639443,29.75233838
59123668038,1033,25.78639443,28.57981544
59151192039,1033,25.78639443,25.39173711
59185616330,1033,25.78639443,26.96570386
59244208500,1033,25.78639443,24.70179306
59275216932,1033,25.78639443,34.97904366
58996191760,1097,29.82096913,30.96068391
58996192287,1097,29.82096913,31.52498299
58999637503,1097,29.82096913,32.24203463
59061620174,1097,29.82096913,31.32864835
59151193961,1097,29.82096913,29.06140606
59151196069,1097,29.82096913,20.56354218
59151211476,1097,29.82096913,30.55956729
59154697209,1097,29.82096913,27.99656507
59182185219,1097,29.82096913,30.17601445
59213190086,1097,29.82096913,32.70104408
59216671324,1097,29.82096913,26.01608063
59244211476,1097,29.82096913,30.36825056
59247832090,1097,29.82096913,27.93287131
58999626033,1062,36.50650769,35.8452668
58999636139,1062,36.50650769,22.68266758
59061620639,1062,36.50650769,29.33771655
59151197278,1062,36.50650769,31.68882875
59182185467,1062,36.50650769,34.54617182
59275216281,1062,36.50650769,28.82381287
59027182925,1015,29.54187511,30.71411217
59027186924,1015,29.54187511,31.06960459
59058191791,1015,29.54187511,24.104417
59089189466,1015,29.54187511,36.10073746
59151189900,1015,29.54187511,40.14857331
59182195976,1015,29.54187511,35.98547881
59185632016,1015,29.54187511,30.27087204
59185633349,1015,29.54187511,29.62628208
59244220962,1015,29.54187511,39.32181764
59247807972,1015,29.54187511,30.44640001
59247808933,1015,29.54187511,39.40329347
59027184537,1022,28.24579227,26.29544154
59027189280,1082,22.2701979,21.7508166
59058188629,1082,22.2701979,28.97689405
59244214669,1082,22.2701979,21.10390554
59247830540,1082,22.2701979,21.29571856
59030594568,1035,38.21273279,34.0399546
59092603527,1035,38.21273279,32.44377855
59185617787,1035,38.21273279,24.97492365
59244209492,1035,38.21273279,30.03332494
59058189373,1059,32.41700536,28.89770753
59095729505,1059,32.41700536,19.92922144
59182187575,1059,32.41700536,9.098576361
59275222915,1059,32.41700536,54.56953359
59089180631,1086,21.36962952,24.14354947
59089184320,1108,36.95544425,34.48460252
59092595374,1107,17.91218996,26.8340087
59275226511,1107,17.91218996,29.59235951
59151189032,1043,35.57951307,30.769492
59154682453,1104,26.34232467,29.55130231
59182185095,1104,26.34232467,24.24939318
59275227503,1104,26.34232467,32.38332825
59213190923,1081,27.31671948,34.8557199
59213193713,1081,27.31671948,22.51575321
59244207446,1081,27.31671948,28.86059965
56175195046,1018,31.36515119,34.61872183
56175195046,1018,31.36515119,34.61872183
56175195046,1018,31.36515119,34.61872183
59120184351,1018,31.36515119,27.53364151
59120184351,1018,31.36515119,27.53364151
58934182398,1054,29.72725436,31.07073323
58996187017,1054,29.72725436,29.97964252
58996187017,1054,29.72725436,29.97964252
59058194271,1054,29.72725436,42.99318428
59120193651,1054,29.72725436,26.41237406
59120193651,1054,29.72725436,26.41237406
58934183452,1094,23.30042864,24.1573681
58965174493,1094,23.30042864,22.67114749
58965174493,1094,23.30042864,22.67114749
59058182832,1094,23.30042864,29.26107205
59058182832,1094,23.30042864,29.26107205
59058195201,1094,23.30042864,22.92633925
59058195201,1094,23.30042864,22.92633925
59092608735,1094,23.30042864,25.05352223
59216674703,1094,23.30042864,22.59022082
59216674703,1094,23.30042864,22.59022082
58934187358,1052,33.45132983,28.66207324
58934187358,1052,33.45132983,28.66207324
59030592987,1052,33.45132983,32.10554652
59030592987,1052,33.45132983,32.10554652
59120182429,1052,33.45132983,30.08847533
59120182429,1052,33.45132983,30.08847533
59123645966,1052,33.45132983,30.9896607
59244216467,1052,33.45132983,26.22733617
58934189373,1015,29.54187511,29.12152241
58934189373,1015,29.54187511,29.12152241
58934189466,1015,29.54187511,29.74787803
58968581765,1015,29.54187511,33.28623665
58968581765,1015,29.54187511,33.28623665
58968593452,1015,29.54187511,36.34797427
58968593452,1015,29.54187511,36.34797427
58996189342,1015,29.54187511,16.09410863
59058185932,1015,29.54187511,25.486804
59058185932,1015,29.54187511,25.486804
59089189466,1015,29.54187511,29.71720671
59089189466,1015,29.54187511,29.71720671
59092602349,1015,29.54187511,37.43523994
59092602349,1015,29.54187511,37.43523994
59092602349,1015,29.54187511,37.43523994
59151188908,1015,29.54187511,29.14184732
59151188908,1015,29.54187511,29.14184732
59182195976,1015,29.54187511,22.5145913
59244209709,1015,29.54187511,29.55338141
59244209709,1015,29.54187511,29.55338141
59244209709,1015,29.54187511,29.55338141
59244209709,1015,29.54187511,29.55338141
59244209709,1015,29.54187511,29.55338141
59244209709,1015,29.54187511,29.55338141
58934190365,1078,32.23307736,31.73288791
58934190365,1078,32.23307736,31.73288791
58965177593,1078,32.23307736,22.22029043
58965177593,1078,32.23307736,22.22029043
58965177593,1078,32.23307736,22.22029043
58934190644,1066,27.24088671,25.82634419
58934190644,1066,27.24088671,25.82634419
59151192132,1066,27.24088671,25.99268511
58934191512,1107,17.91218996,27.38656611
58934191512,1107,17.91218996,27.38656611
59244213181,1107,17.91218996,22.81672667
59244213181,1107,17.91218996,22.81672667
58934194984,1076,35.39856929,27.98565624
58934194984,1076,35.39856929,27.98565624
58996184630,1076,35.39856929,38.80317938
58996184630,1076,35.39856929,38.80317938
59120191078,1076,35.39856929,16.0437269
59120191078,1076,35.39856929,16.0437269
59154682732,1076,35.39856929,27.93399818
59154682732,1076,35.39856929,27.93399818
58934195077,1031,25.86250533,31.14612924
58934195077,1031,25.86250533,31.14612924
58934195759,1093,23.06512385,25.57573776
58934195759,1093,23.06512385,25.57573776
58999646896,1093,23.06512385,27.99224296
59123667945,1093,23.06512385,23.16532603
59123667945,1093,23.06512385,23.16532603
59213184320,1093,23.06512385,24.44522838
59213184320,1093,23.06512385,24.44522838
58937611401,1063,29.94212808,29.48259226
58999632791,1063,29.94212808,24.74094501
58999632791,1063,29.94212808,24.74094501
58999632791,1063,29.94212808,24.74094501
59061624390,1063,29.94212808,30.22044184
58937613633,1056,36.14041156,30.35800799
58937613633,1056,36.14041156,30.35800799
59089178244,1056,36.14041156,42.48733522
59089189404,1056,36.14041156,34.50570061
59151189993,1056,36.14041156,33.39977259
59151189993,1056,36.14041156,33.39977259
59151189993,1056,36.14041156,33.39977259
59244207260,1056,36.14041156,44.27487039
59244207260,1056,36.14041156,44.27487039
59278813614,1056,36.14041156,28.31736485
58937618624,1033,25.78639443,38.00502848
58937618624,1033,25.78639443,38.00502848
59061634310,1033,25.78639443,29.99788353
58937624173,1075,27.21630391,41.13991824
58937624173,1075,27.21630391,41.13991824
58937624173,1075,27.21630391,41.13991824
59027183638,1075,27.21630391,25.9073287
59027183638,1075,27.21630391,25.9073287
59027183638,1075,27.21630391,25.9073287
59027183638,1075,27.21630391,25.9073287
59027183638,1075,27.21630391,25.9073287
59213191729,1075,27.21630391,21.5631507
58937630466,1034,23.16527192,28.44135528
58937630466,1034,23.16527192,28.44135528
58937633473,1096,35.41038081,32.05666102
58937633473,1096,35.41038081,32.05666102
58937633473,1096,35.41038081,32.05666102
58937633473,1096,35.41038081,32.05666102
58965175516,1064,24.72436056,26.45830247
58965175516,1064,24.72436056,26.45830247
59151194116,1064,24.72436056,27.57219432
59151194116,1064,24.72436056,27.57219432
58965178709,1073,29.9305428,38.06471443
58965178709,1073,29.9305428,38.06471443
58965178709,1073,29.9305428,38.06471443
58965178709,1073,29.9305428,38.06471443
58999650058,1073,29.9305428,18.75537063
59120187296,1073,29.9305428,29.64549866
59120187296,1073,29.9305428,29.64549866
59120187296,1073,29.9305428,29.64549866
59213187699,1073,29.9305428,36.52631959
59213187699,1073,29.9305428,36.52631959
59213189714,1073,29.9305428,20.25113513
59213189714,1073,29.9305428,20.25113513
59278788814,1073,29.9305428,44.00966242
59278788814,1073,29.9305428,44.00966242
58965184010,1024,22.61716225,24.94591918
58968574635,1024,22.61716225,21.29467249
58996179825,1024,22.61716225,26.41994192
58996179825,1024,22.61716225,26.41994192
58965184444,1058,33.74793584,46.20480788
58965184444,1058,33.74793584,46.20480788
58996191078,1058,33.74793584,35.82976528
58996191078,1058,33.74793584,35.82976528
59030616082,1058,33.74793584,49.86033897
59030616082,1058,33.74793584,49.86033897
59247795417,1058,33.74793584,23.65774521
58965184537,1065,21.83494777,21.58749618
59244213646,1065,21.83494777,28.70726145
58968572744,1071,26.10105385,28.67898467
58968572744,1071,26.10105385,28.67898467
58968572744,1071,26.10105385,28.67898467
58968572744,1071,26.10105385,28.67898467
59182191481,1071,26.10105385,31.03982577
59182191481,1071,26.10105385,31.03982577
59185635023,1071,26.10105385,26.30704928
59185635023,1071,26.10105385,26.30704928
59275211910,1071,26.10105385,22.68021983
58968583067,1067,26.9174433,47.31887938
59027181561,1067,26.9174433,22.13737623
59027181561,1067,26.9174433,22.13737623
58996182305,1062,36.50650769,36.06458476
59030599094,1062,36.50650769,32.64780383
59058195387,1062,36.50650769,35.02194764
59058195387,1062,36.50650769,35.02194764
59154683693,1062,36.50650769,31.45148952
59154683693,1062,36.50650769,31.45148952
59182185467,1062,36.50650769,32.56956176
59182185467,1062,36.50650769,32.56956176
59275216281,1062,36.50650769,33.16692836
59275216281,1062,36.50650769,33.16692836
58996184227,1025,24.12998177,30.16105462
58996185157,1104,26.34232467,18.07967579
59061620329,1104,26.34232467,37.51515551
59061620329,1104,26.34232467,37.51515551
58996186552,1098,31.85128761,32.03394357
58996186552,1098,31.85128761,32.03394357
59089178740,1098,31.85128761,28.52410009
59216672378,1098,31.85128761,25.7677937
58996186707,1016,30.09519333,27.97050543
58999629226,1016,30.09519333,37.18210196
58999629226,1016,30.09519333,37.18210196
59061613137,1016,30.09519333,23.3595249
59061613137,1016,30.09519333,23.3595249
59061613137,1016,30.09519333,23.3595249
59123664442,1016,30.09519333,35.85817646
59123664442,1016,30.09519333,35.85817646
59151183669,1016,30.09519333,26.61980143
59213187947,1016,30.09519333,35.68346309
59213187947,1016,30.09519333,35.68346309
59244213956,1016,30.09519333,35.0385404
59244213956,1016,30.09519333,35.0385404
59278789434,1016,30.09519333,28.96769949
58996187172,1079,33.90023542,43.81829617
59027186521,1079,33.90023542,33.46625439
59278795913,1079,33.90023542,43.37374331
58996192814,1072,29.47638734,30.93473913
58996192814,1072,29.47638734,30.93473913
59182195542,1072,29.47638734,19.46181804
58999626219,1069,21.12580737,20.65196948
59089180197,1069,21.12580737,19.53390691
59089180197,1069,21.12580737,19.53390691
59092597296,1069,21.12580737,18.1353198
59244210050,1069,21.12580737,18.97320005
58999633628,1053,32.62076301,30.24576862
59027185808,1053,32.62076301,21.38015937
59058189249,1053,32.62076301,34.98539145
59058189249,1053,32.62076301,34.98539145
59089180011,1053,32.62076301,36.20006319
59216657157,1053,32.62076301,21.11052385
59244218234,1053,32.62076301,26.24300287
59027179391,1077,30.93887917,25.72518311
59182193775,1077,30.93887917,33.6019798
59182193775,1077,30.93887917,33.6019798
59027184940,1091,32.4946677,30.92308006
59027184940,1091,32.4946677,30.92308006
59030604922,1091,32.4946677,22.00243514
59151185405,1091,32.4946677,26.27806853
59030600892,1103,28.27148116,28.61325189
59120186056,1103,28.27148116,27.16439806
59120186056,1103,28.27148116,27.16439806
59030615152,1057,34.13228648,31.39056566
59030615152,1057,34.13228648,31.39056566
59030615152,1057,34.13228648,31.39056566
59030615152,1057,34.13228648,31.39056566
59151197030,1057,34.13228648,29.69851148
59151197030,1057,34.13228648,29.69851148
59154701146,1057,34.13228648,33.67453847
59154701146,1057,34.13228648,33.67453847
59058183204,1087,17.76626915,23.09423392
59216676594,1087,17.76626915,19.78940057
59058183824,1021,28.06876655,28.06308473
59058183824,1021,28.06876655,28.06308473
59154693210,1021,28.06876655,25.0911755
59058187327,1055,36.2696021,44.68845504
59058187327,1055,36.2696021,44.68845504
59120190830,1055,36.2696021,42.60368276
59216676191,1055,36.2696021,28.46915112
59216676191,1055,36.2696021,28.46915112
59058194643,1017,27.426008,33.73087564
59151187048,1017,27.426008,31.56618178
59182189404,1017,27.426008,20.96165125
59185616857,1017,27.426008,31.82191224
59185616857,1017,27.426008,31.82191224
59247804128,1017,27.426008,27.66606764
59247804128,1017,27.426008,27.66606764
59061618531,1068,21.37071734,18.90394538
59061618531,1068,21.37071734,18.90394538
59061627118,1035,38.21273279,30.80333307
59061629412,1011,38.19896302,39.72479806
59092610316,1011,38.19896302,40.83473441
59151190458,1011,38.19896302,29.73401288
59278807879,1011,38.19896302,36.6439393
59278807879,1011,38.19896302,36.6439393
59061630559,1092,25.32007672,24.84368971
59061630559,1092,25.32007672,24.84368971
59089180631,1086,21.36962952,38.64177255
59089180631,1086,21.36962952,38.64177255
59089182894,1086,21.36962952,18.21420429
59089182894,1086,21.36962952,18.21420429
59089181034,1059,32.41700536,22.35375261
59092607929,1108,36.95544425,19.32550452
59123650368,1061,36.14419401,32.72234307
59123650368,1061,36.14419401,32.72234307
59182185963,1061,36.14419401,34.98759922
59182185963,1061,36.14419401,34.98759922
59185634403,1061,36.14419401,35.01100131
59185634403,1061,36.14419401,35.01100131
59185634403,1061,36.14419401,35.01100131
59247823007,1061,36.14419401,40.71904673
59151188226,1083,25.94351931,26.87336475
59151188226,1083,25.94351931,26.87336475
59154694512,1083,25.94351931,24.74815944
59182196162,1012,35.61413514,36.69759891
59182196162,1012,35.61413514,36.69759891
59213187203,1019,33.35599031,32.50772367
59213187203,1019,33.35599031,32.50772367
59213191481,1036,17.98373927,16.42637636
59216660536,1051,29.94803067,26.3498507
59216662706,1102,26.41888078,36.35035061
59216670425,1074,30.05806788,28.76556071
59216670425,1074,30.05806788,28.76556071
59244209771,1074,30.05806788,29.25703544
59244209771,1074,30.05806788,29.25703544
59247828556,1074,30.05806788,36.61291184
59275218637,1074,30.05806788,38.48548809
59275218637,1074,30.05806788,38.48548809
59275224527,1074,30.05806788,30.80264847
59275224527,1074,30.05806788,30.80264847
59244211476,1097,29.82096913,30.43994267
59244211476,1097,29.82096913,30.43994267
59244211476,1097,29.82096913,30.43994267
59244211476,1097,29.82096913,30.43994267
59244217831,1013,34.8266861,34.20084701
59244220218,1013,34.8266861,35.78580746
59244220218,1013,34.8266861,35.78580746
59275223628,1014,37.23669863,34.40531343
59275223628,1014,37.23669863,34.40531343
