pc4_code,no2_020,no2_019,no2_018,no2_017,no2_016,no2_015,no2_014,no2_013,no2_012,no2_011,no2_010,no2_009
3273,,,,,,,,,,,,
3311,,,,,,,,,,,,
3319,,,,,,,,,,,,
3481,,,,,,,,,,,,
3571,47.96892,49.55846,50.26583,47.26767,43.09903,40.8502,39.77293,40.34695,42.94993,45.68606,48.30563,49.14515
3749,,,,,,,,,,,,
3763,,,,,,,,,,,,
3819,,,,,,,,,,,,
3844,,,,,,,,,,,,
4017,,,,,,,,,,,,
4106,,,,,,,,,,,,
4174,,,,,,,,,,,,
4181,,,,,,,,,,,,
4416,,,,,,,,,,,,
4423,,,,,,,,,,,,
4471,,,,,,,,,,,,
4491,,,,,,,,,,,,
4521,,,,,,,,,,,,
4693,,,,,,,,,,,,
4701,,,,,,,,,,,,
4766,,,,,,,,,,,,
4826,,,,,,,,,,,,
4836,,,,,,,,,,,,
5012,,,,,,,,,,,,
5172,,,,,,,,,,,,
5237,,,,,,,,,,,,
5249,,,,,,,,,,,,
5255,,,,,,,,,,,,
5268,,,,,,,,,,,,
5294,,,,,,,,,,,,
5315,,,,,,,,,,,,
5345,,,,,,,,,,,,
5361,,,,,,,,,,,,
5491,,,,,,,,,,,,
5628,,,,,,,,,,,,
5643,,,,,,,,,,,,
5735,,,,,,,,,,,,
5757,,,,,,,,,,,,
5763,,,,,,,,,,,,
5827,,,,,,,,,,,,
5871,,,,,,,,,,,,
5931,,,,,,,,,,,,
5993,,,,,,,,,,,,
6006,,,,,,,,,,,,
6012,,,,,,,,,,,,
6024,,,,,,,,,,,,
6044,,,,,,,,,,,,
6251,,,,,,,,,,,,
6311,,,,,,,,,,,,
6369,,,,,,,,,,,,
6411,,,,,,,,,,,,
6439,,,,,,,,,,,,
6444,,,,,,,,,,,,
6446,,,,,,,,,,,,
6574,,,,,,,,,,,,
7035,,,,,,,,,,,,
7076,,,,,,,,,,,,
7102,,,,,,,,,,,,
7157,,,,,,,,,,,,
7224,,,,,,,,,,,,
7314,,,,,,,,,,,,
7399,,,,,,,,,,,,
7413,,,,,,,,,,,,
7443,,,,,,,,,,,,
7543,,,,,,,,,,,,
7642,,,,,,,,,,,,
7766,,,,,,,,,,,,
7775,,,,,,,,,,,,
7814,,,,,,,,,,,,
7861,,,,,,,,,,,,
7914,,,,,,,,,,,,
7921,,,,,,,,,,,,
7928,,,,,,,,,,,,
7933,,,,,,,,,,,,
7964,,,,,,,,,,,,
8071,,,,,,,,,,,,
8221,,,,,,,,,,,,
8223,,,,,,,,,,,,
8271,,,,,,,,,,,,
8321,,,,,,,,,,,,
8347,,,,,,,,,,,,
8371,,,,,,,,,,,,
8395,,,,,,,,,,,,
8431,,,,,,,,,,,,
8515,,,,,,,,,,,,
8611,,,,,,,,,,,,
8631,,,,,,,,,,,,
8635,,,,,,,,,,,,
8658,,,,,,,,,,,,
8749,,,,,,,,,,,,
8755,,,,,,,,,,,,
8851,,,,,,,,,,,,
9005,,,,,,,,,,,,
9212,,,,,,,,,,,,
9244,,,,,,,,,,,,
9246,,,,,,,,,,,,
9333,,,,,,,,,,,,
9433,,,,,,,,,,,,
9443,,,,,,,,,,,,
9483,,,,,,,,,,,,
9502,,,,,,,,,,,,
9655,,,,,,,,,,,,
9735,,,,,,,,,,,,
9756,,,,,,,,,,,,
9771,,,,,,,,,,,,
9791,,,,,,,,,,,,
9822,,,,,,,,,,,,
9844,,,,,,,,,,,,
9865,,,,,,,,,,,,
9931,,,,,,,,,,,,
9971,,,,,,,,,,,,
2524,,,,,,,,,,,,
2662,,,,,,,,,,,,
1052,,,,,,,,,,,,
1108,,,,,,,,,,,,
1121,,,,,,,,,,,,
1216,,,,,,,,,,,,
1217,,,,,,,,,,,,
1335,,,,,,,,,,,,
1401,,,,,,,,,,,,
1428,,,,,,,,,,,,
1602,,,,,,,,,,,,
1634,,,,,,,,,,,,
1703,,,,,,,,,,,,
1751,,,,,,,,,,,,
1782,,,,,,,,,,,,
1787,,,,,,,,,,,,
1821,,,,,,,,,,,,
1941,,,,,,,,,,,,
1963,,,,,,,,,,,,
2223,,,,,,,,,,,,
2251,,,,,,,,,,,,
2267,,,,,,,,,,,,
2331,,,,,,,,,,,,
2514,,,,,,,,,,,,
2517,,,,,,,,,,,,
2721,,,,,,,,,,,,
2741,,,,,,,,,,,,
2802,,,,,,,,,,,,
2872,,,,,,,,,,,,
2953,,,,,,,,,,,,
2988,,,,,,,,,,,,
3022,,,,,,,,,,,,
3122,,,,,,,,,,,,
3208,,,,,,,,,,,,
3209,,,,,,,,,,,,
1018,,,,,,,,,,,,
1024,,,,,,,,,,,,
1118,,,,,,,,,,,,
1214,,,,,,,,,,,,
1223,,,,,,,,,,,,
1334,,,,,,,,,,,,
1363,,,,,,,,,,,,
1405,,,,,,,,,,,,
1427,,,,,,,,,,,,
1486,,,,,,,,,,,,
1628,,,,,,,,,,,,
1689,,,,,,,,,,,,
1778,,,,,,,,,,,,
1873,,,,,,,,,,,,
1931,,,,,,,,,,,,
2114,,,,,,,,,,,,
2156,,,,,,,,,,,,
2163,,,,,,,,,,,,
2171,,,,,,,,,,,,
2204,,,,,,,,,,,,
2231,,,,,,,,,,,,
2315,,,,,,,,,,,,
2402,,,,,,,,,,,,
2403,,,,,,,,,,,,
2421,,,,,,,,,,,,
2491,,,,,,,,,,,,
2561,,,,,,,,,,,,
2574,,,,,,,,,,,,
2581,,,,,,,,,,,,
2673,,,,,,,,,,,,
2685,,,,,,,,,,,,
2855,,,,,,,,,,,,
2957,,,,,,,,,,,,
3032,,,,,,,,,,,,
3142,,,,,,,,,,,,
3198,,,,,,,,,,,,
3203,,,,,,,,,,,,
3253,,,,,,,,,,,,
3318,,,,,,,,,,,,
3342,,,,,,,,,,,,
3433,,,,,,,,,,,,
3444,,,,,,,,,,,,
3466,,,,,,,,,,,,
3512,52.13894,53.98396,54.74071,51.50489,47.03941,44.6194,43.38677,44.01332,46.98488,50.15982,53.14394,54.09817
3544,47.55999,49.03464,49.81132,46.31153,42.10143,39.91909,38.91722,39.85641,42.52912,45.17454,47.68518,48.88727
3552,50.29305,51.9911,52.75399,49.60932,45.24089,42.88555,41.73958,42.33854,45.16412,48.12015,50.92689,51.86072
3721,39.20311,40.34821,40.87525,38.25142,34.80754,32.97546,32.18014,32.78375,34.58521,36.47229,38.359,38.97274
3755,,,,,,,,,,,,
3811,,,,,,,,,,,,
3816,,,,,,,,,,,,
3906,,,,,,,,,,,,
4014,,,,,,,,,,,,
4103,,,,,,,,,,,,
4197,,,,,,,,,,,,
4202,,,,,,,,,,,,
4335,,,,,,,,,,,,
4431,,,,,,,,,,,,
4486,,,,,,,,,,,,
4614,,,,,,,,,,,,
4702,,,,,,,,,,,,
4708,,,,,,,,,,,,
4758,,,,,,,,,,,,
5061,,,,,,,,,,,,
5076,,,,,,,,,,,,
5105,,,,,,,,,,,,
5125,,,,,,,,,,,,
5141,,,,,,,,,,,,
5222,,,,,,,,,,,,
5231,,,,,,,,,,,,
5241,,,,,,,,,,,,
5251,,,,,,,,,,,,
5324,,,,,,,,,,,,
5344,,,,,,,,,,,,
5403,,,,,,,,,,,,
5464,,,,,,,,,,,,
5481,,,,,,,,,,,,
5501,,,,,,,,,,,,
5508,,,,,,,,,,,,
5581,,,,,,,,,,,,
5706,,,,,,,,,,,,
5756,,,,,,,,,,,,
5872,,,,,,,,,,,,
5915,,,,,,,,,,,,
6014,,,,,,,,,,,,
6021,,,,,,,,,,,,
6096,,,,,,,,,,,,
6155,,,,,,,,,,,,
6165,,,,,,,,,,,,
6373,,,,,,,,,,,,
6464,,,,,,,,,,,,
6825,,,,,,,,,,,,
6922,,,,,,,,,,,,
6982,,,,,,,,,,,,
7037,,,,,,,,,,,,
7041,,,,,,,,,,,,
7223,,,,,,,,,,,,
7425,,,,,,,,,,,,
7461,,,,,,,,,,,,
7482,,,,,,,,,,,,
7611,,,,,,,,,,,,
7635,,,,,,,,,,,,
7731,,,,,,,,,,,,
7741,,,,,,,,,,,,
7761,,,,,,,,,,,,
7776,,,,,,,,,,,,
7846,,,,,,,,,,,,
7872,,,,,,,,,,,,
8028,,,,,,,,,,,,
8251,,,,,,,,,,,,
8253,,,,,,,,,,,,
8262,,,,,,,,,,,,
8346,,,,,,,,,,,,
8398,,,,,,,,,,,,
8404,,,,,,,,,,,,
8421,,,,,,,,,,,,
8437,,,,,,,,,,,,
8511,,,,,,,,,,,,
8606,,,,,,,,,,,,
8754,,,,,,,,,,,,
8814,,,,,,,,,,,,
9076,,,,,,,,,,,,
9206,,,,,,,,,,,,
9263,,,,,,,,,,,,
9264,,,,,,,,,,,,
9307,,,,,,,,,,,,
9405,,,,,,,,,,,,
9406,,,,,,,,,,,,
9413,,,,,,,,,,,,
9419,,,,,,,,,,,,
9466,,,,,,,,,,,,
9497,,,,,,,,,,,,
9614,,,,,,,,,,,,
9623,,,,,,,,,,,,
9672,,,,,,,,,,,,
9821,,,,,,,,,,,,
9824,,,,,,,,,,,,
9957,,,,,,,,,,,,
9959,,,,,,,,,,,,
3222,,,,,,,,,,,,
8191,,,,,,,,,,,,
1026,,,,,,,,,,,,
1081,,,,,,,,,,,,
1109,,,,,,,,,,,,
1113,,,,,,,,,,,,
1154,,,,,,,,,,,,
1186,,,,,,,,,,,,
1191,,,,,,,,,,,,
1338,,,,,,,,,,,,
1391,,,,,,,,,,,,
1442,,,,,,,,,,,,
1507,,,,,,,,,,,,
1511,,,,,,,,,,,,
1661,,,,,,,,,,,,
1813,,,,,,,,,,,,
1844,,,,,,,,,,,,
1943,,,,,,,,,,,,
2024,,,,,,,,,,,,
2065,,,,,,,,,,,,
2135,,,,,,,,,,,,
2153,,,,,,,,,,,,
2406,,,,,,,,,,,,
2408,,,,,,,,,,,,
2596,,,,,,,,,,,,
2616,,,,,,,,,,,,
2636,,,,,,,,,,,,
2715,,,,,,,,,,,,
2808,,,,,,,,,,,,
2821,,,,,,,,,,,,
2989,,,,,,,,,,,,
2992,,,,,,,,,,,,
3039,,,,,,,,,,,,
3082,,,,,,,,,,,,
3134,,,,,,,,,,,,
3151,,,,,,,,,,,,
3199,,,,,,,,,,,,
3202,,,,,,,,,,,,
3204,,,,,,,,,,,,
3206,,,,,,,,,,,,
3221,,,,,,,,,,,,
3232,,,,,,,,,,,,
3251,,,,,,,,,,,,
3316,,,,,,,,,,,,
3364,,,,,,,,,,,,
3545,40.96045,41.90922,42.70801,38.44292,34.62522,32.85104,32.18768,33.88237,36.16836,38.07048,39.87799,41.66364
3572,48.53206,50.12091,50.86399,47.60992,43.37432,41.1248,40.05059,40.79101,43.48748,46.26486,48.90386,49.91623
3602,35.79874,36.63208,37.20394,33.95721,30.6836,29.0831,28.4893,29.6429,31.29153,32.7734,34.26496,35.34311
3771,,,,,,,,,,,,
3842,,,,,,,,,,,,
4101,,,,,,,,,,,,
4119,,,,,,,,,,,,
4122,,,,,,,,,,,,
4128,,,,,,,,,,,,
4182,,,,,,,,,,,,
4191,,,,,,,,,,,,
4254,,,,,,,,,,,,
4303,,,,,,,,,,,,
4308,,,,,,,,,,,,
4356,,,,,,,,,,,,
4474,,,,,,,,,,,,
4493,,,,,,,,,,,,
4501,,,,,,,,,,,,
4539,,,,,,,,,,,,
4543,,,,,,,,,,,,
4571,,,,,,,,,,,,
4655,,,,,,,,,,,,
4691,,,,,,,,,,,,
4696,,,,,,,,,,,,
4724,,,,,,,,,,,,
4744,,,,,,,,,,,,
4903,,,,,,,,,,,,
4941,,,,,,,,,,,,
5032,,,,,,,,,,,,
5052,,,,,,,,,,,,
5063,,,,,,,,,,,,
5089,,,,,,,,,,,,
5113,,,,,,,,,,,,
5143,,,,,,,,,,,,
5296,,,,,,,,,,,,
5313,,,,,,,,,,,,
5327,,,,,,,,,,,,
5331,,,,,,,,,,,,
5455,,,,,,,,,,,,
5524,,,,,,,,,,,,
5631,,,,,,,,,,,,
5708,,,,,,,,,,,,
5741,,,,,,,,,,,,
5815,,,,,,,,,,,,
6001,,,,,,,,,,,,
6051,,,,,,,,,,,,
6088,,,,,,,,,,,,
6097,,,,,,,,,,,,
6333,,,,,,,,,,,,
6445,,,,,,,,,,,,
6524,,,,,,,,,,,,
6641,,,,,,,,,,,,
6642,,,,,,,,,,,,
6663,,,,,,,,,,,,
6971,,,,,,,,,,,,
7051,,,,,,,,,,,,
7241,,,,,,,,,,,,
7271,,,,,,,,,,,,
7317,,,,,,,,,,,,
7336,,,,,,,,,,,,
7576,,,,,,,,,,,,
7577,,,,,,,,,,,,
7585,,,,,,,,,,,,
7662,,,,,,,,,,,,
7902,,,,,,,,,,,,
7906,,,,,,,,,,,,
7946,,,,,,,,,,,,
7961,,,,,,,,,,,,
7986,,,,,,,,,,,,
8016,,,,,,,,,,,,
8026,,,,,,,,,,,,
8066,,,,,,,,,,,,
8096,,,,,,,,,,,,
8105,,,,,,,,,,,,
8222,,,,,,,,,,,,
8334,,,,,,,,,,,,
8343,,,,,,,,,,,,
8385,,,,,,,,,,,,
8406,,,,,,,,,,,,
8443,,,,,,,,,,,,
8446,,,,,,,,,,,,
8462,,,,,,,,,,,,
8466,,,,,,,,,,,,
8615,,,,,,,,,,,,
8621,,,,,,,,,,,,
8625,,,,,,,,,,,,
8628,,,,,,,,,,,,
8737,,,,,,,,,,,,
8742,,,,,,,,,,,,
8832,,,,,,,,,,,,
8842,,,,,,,,,,,,
8881,,,,,,,,,,,,
9011,,,,,,,,,,,,
9035,,,,,,,,,,,,
9075,,,,,,,,,,,,
9083,,,,,,,,,,,,
9106,,,,,,,,,,,,
9124,,,,,,,,,,,,
9221,,,,,,,,,,,,
9249,,,,,,,,,,,,
9485,,,,,,,,,,,,
9488,,,,,,,,,,,,
9527,,,,,,,,,,,,
9551,,,,,,,,,,,,
9699,,,,,,,,,,,,
9773,,,,,,,,,,,,
9792,,,,,,,,,,,,
9827,,,,,,,,,,,,
9861,,,,,,,,,,,,
9883,,,,,,,,,,,,
9973,,,,,,,,,,,,
9987,,,,,,,,,,,,
4901,,,,,,,,,,,,
8442,,,,,,,,,,,,
1022,,,,,,,,,,,,
1057,,,,,,,,,,,,
1064,,,,,,,,,,,,
1271,,,,,,,,,,,,
1318,,,,,,,,,,,,
1396,,,,,,,,,,,,
1461,,,,,,,,,,,,
1475,,,,,,,,,,,,
1482,,,,,,,,,,,,
1541,,,,,,,,,,,,
1627,,,,,,,,,,,,
1705,,,,,,,,,,,,
1759,,,,,,,,,,,,
1851,,,,,,,,,,,,
1945,,,,,,,,,,,,
1969,,,,,,,,,,,,
2143,,,,,,,,,,,,
2203,,,,,,,,,,,,
2324,,,,,,,,,,,,
2381,,,,,,,,,,,,
2445,,,,,,,,,,,,
2692,,,,,,,,,,,,
2694,,,,,,,,,,,,
2902,,,,,,,,,,,,
2941,,,,,,,,,,,,
3025,,,,,,,,,,,,
3062,,,,,,,,,,,,
3067,,,,,,,,,,,,
3081,,,,,,,,,,,,
3191,,,,,,,,,,,,
3249,,,,,,,,,,,,
3261,,,,,,,,,,,,
3291,,,,,,,,,,,,
3336,,,,,,,,,,,,
3356,,,,,,,,,,,,
3513,55.40903,58.99256,61.01799,58.7386,54.80941,52.097,50.07887,50.65314,53.21184,56.41826,60.09534,62.26544
3522,49.99302,51.57943,52.41573,48.73808,44.31794,42.02736,40.95516,41.9388,44.84842,47.72356,50.42778,51.74453
3632,,,,,,,,,,,,
3899,,,,,,,,,,,,
3903,,,,,,,,,,,,
3905,,,,,,,,,,,,
3953,,,,,,,,,,,,
3958,,,,,,,,,,,,
3959,,,,,,,,,,,,
4003,,,,,,,,,,,,
4013,,,,,,,,,,,,
4161,,,,,,,,,,,,
4171,,,,,,,,,,,,
4184,,,,,,,,,,,,
4301,,,,,,,,,,,,
4364,,,,,,,,,,,,
4462,,,,,,,,,,,,
4464,,,,,,,,,,,,
4511,,,,,,,,,,,,
4634,,,,,,,,,,,,
4794,,,,,,,,,,,,
4823,,,,,,,,,,,,
4875,,,,,,,,,,,,
4902,,,,,,,,,,,,
5087,,,,,,,,,,,,
5124,,,,,,,,,,,,
5281,,,,,,,,,,,,
5292,,,,,,,,,,,,
5394,,,,,,,,,,,,
5396,,,,,,,,,,,,
5409,,,,,,,,,,,,
5423,,,,,,,,,,,,
5525,,,,,,,,,,,,
5554,,,,,,,,,,,,
5561,,,,,,,,,,,,
5835,,,,,,,,,,,,
5854,,,,,,,,,,,,
5861,,,,,,,,,,,,
5951,,,,,,,,,,,,
6015,,,,,,,,,,,,
6105,,,,,,,,,,,,
6111,,,,,,,,,,,,
6118,,,,,,,,,,,,
6122,,,,,,,,,,,,
6137,,,,,,,,,,,,
6143,,,,,,,,,,,,
6176,,,,,,,,,,,,
6245,,,,,,,,,,,,
6365,,,,,,,,,,,,
6454,,,,,,,,,,,,
6456,,,,,,,,,,,,
6512,,,,,,,,,,,,
6601,,,,,,,,,,,,
6686,,,,,,,,,,,,
6691,,,,,,,,,,,,
6705,,,,,,,,,,,,
6745,,,,,,,,,,,,
6941,,,,,,,,,,,,
6956,,,,,,,,,,,,
6983,,,,,,,,,,,,
6998,,,,,,,,,,,,
7075,,,,,,,,,,,,
7165,,,,,,,,,,,,
7251,,,,,,,,,,,,
7273,,,,,,,,,,,,
7274,,,,,,,,,,,,
7351,,,,,,,,,,,,
7561,,,,,,,,,,,,
7603,,,,,,,,,,,,
7610,,,,,,,,,,,,
7631,,,,,,,,,,,,
7638,,,,,,,,,,,,
7664,,,,,,,,,,,,
7675,,,,,,,,,,,,
7721,,,,,,,,,,,,
7811,,,,,,,,,,,,
7823,,,,,,,,,,,,
7905,,,,,,,,,,,,
7951,,,,,,,,,,,,
7957,,,,,,,,,,,,
7983,,,,,,,,,,,,
8017,,,,,,,,,,,,
8095,,,,,,,,,,,,
8144,,,,,,,,,,,,
8264,,,,,,,,,,,,
8311,,,,,,,,,,,,
8341,,,,,,,,,,,,
8376,,,,,,,,,,,,
8408,,,,,,,,,,,,
8467,,,,,,,,,,,,
8505,,,,,,,,,,,,
8553,,,,,,,,,,,,
8604,,,,,,,,,,,,
8633,,,,,,,,,,,,
8711,,,,,,,,,,,,
8744,,,,,,,,,,,,
8775,,,,,,,,,,,,
8805,,,,,,,,,,,,
8913,,,,,,,,,,,,
8926,,,,,,,,,,,,
9023,,,,,,,,,,,,
9041,,,,,,,,,,,,
9132,,,,,,,,,,,,
9166,,,,,,,,,,,,
9171,,,,,,,,,,,,
9255,,,,,,,,,,,,
9408,,,,,,,,,,,,
9412,,,,,,,,,,,,
9432,,,,,,,,,,,,
9462,,,,,,,,,,,,
9533,,,,,,,,,,,,
9561,,,,,,,,,,,,
9603,,,,,,,,,,,,
9621,,,,,,,,,,,,
9645,,,,,,,,,,,,
9657,,,,,,,,,,,,
9728,,,,,,,,,,,,
9732,,,,,,,,,,,,
9891,,,,,,,,,,,,
9915,,,,,,,,,,,,
9939,,,,,,,,,,,,
9953,,,,,,,,,,,,
9955,,,,,,,,,,,,
9983,,,,,,,,,,,,
3381,,,,,,,,,,,,
3415,,,,,,,,,,,,
3527,50.63315,52.19739,53.09194,49.03038,44.51599,42.23127,41.17603,42.41195,45.4491,48.35862,51.0695,52.65252
3703,,,,,,,,,,,,
3723,,,,,,,,,,,,
3829,,,,,,,,,,,,
3853,,,,,,,,,,,,
3888,,,,,,,,,,,,
3895,,,,,,,,,,,,
3896,,,,,,,,,,,,
3897,,,,,,,,,,,,
3945,,,,,,,,,,,,
4133,,,,,,,,,,,,
4273,,,,,,,,,,,,
4337,,,,,,,,,,,,
4338,,,,,,,,,,,,
4451,,,,,,,,,,,,
4456,,,,,,,,,,,,
4507,,,,,,,,,,,,
4515,,,,,,,,,,,,
4611,,,,,,,,,,,,
4661,,,,,,,,,,,,
4741,,,,,,,,,,,,
4756,,,,,,,,,,,,
4878,,,,,,,,,,,,
5021,,,,,,,,,,,,
5084,,,,,,,,,,,,
5091,,,,,,,,,,,,
5133,,,,,,,,,,,,
5144,,,,,,,,,,,,
5145,,,,,,,,,,,,
5236,,,,,,,,,,,,
5256,,,,,,,,,,,,
5346,,,,,,,,,,,,
5363,,,,,,,,,,,,
5371,,,,,,,,,,,,
5382,,,,,,,,,,,,
5391,,,,,,,,,,,,
5411,,,,,,,,,,,,
5435,,,,,,,,,,,,
5446,,,,,,,,,,,,
5449,,,,,,,,,,,,
5454,,,,,,,,,,,,
5502,,,,,,,,,,,,
5521,,,,,,,,,,,,
5553,,,,,,,,,,,,
5627,,,,,,,,,,,,
5641,,,,,,,,,,,,
5644,,,,,,,,,,,,
5694,,,,,,,,,,,,
5724,,,,,,,,,,,,
5803,,,,,,,,,,,,
5856,,,,,,,,,,,,
5922,,,,,,,,,,,,
5925,,,,,,,,,,,,
5927,,,,,,,,,,,,
6086,,,,,,,,,,,,
6104,,,,,,,,,,,,
6217,,,,,,,,,,,,
6418,,,,,,,,,,,,
6532,,,,,,,,,,,,
6533,,,,,,,,,,,,
6535,,,,,,,,,,,,
6596,,,,,,,,,,,,
6668,,,,,,,,,,,,
6713,,,,,,,,,,,,
6822,,,,,,,,,,,,
6832,,,,,,,,,,,,
6871,,,,,,,,,,,,
6996,,,,,,,,,,,,
7065,,,,,,,,,,,,
7141,,,,,,,,,,,,
7325,,,,,,,,,,,,
7333,,,,,,,,,,,,
7381,,,,,,,,,,,,
7383,,,,,,,,,,,,
7607,,,,,,,,,,,,
7671,,,,,,,,,,,,
7687,,,,,,,,,,,,
7735,,,,,,,,,,,,
7843,,,,,,,,,,,,
7851,,,,,,,,,,,,
7941,,,,,,,,,,,,
8153,,,,,,,,,,,,
8267,,,,,,,,,,,,
8305,,,,,,,,,,,,
8387,,,,,,,,,,,,
8414,,,,,,,,,,,,
8449,,,,,,,,,,,,
8458,,,,,,,,,,,,
8513,,,,,,,,,,,,
8527,,,,,,,,,,,,
8535,,,,,,,,,,,,
8607,,,,,,,,,,,,
8623,,,,,,,,,,,,
8644,,,,,,,,,,,,
8647,,,,,,,,,,,,
8845,,,,,,,,,,,,
8856,,,,,,,,,,,,
8857,,,,,,,,,,,,
8871,,,,,,,,,,,,
9036,,,,,,,,,,,,
9079,,,,,,,,,,,,
9084,,,,,,,,,,,,
9121,,,,,,,,,,,,
9122,,,,,,,,,,,,
9141,,,,,,,,,,,,
9203,,,,,,,,,,,,
9314,,,,,,,,,,,,
9459,,,,,,,,,,,,
9473,,,,,,,,,,,,
9531,,,,,,,,,,,,
9534,,,,,,,,,,,,
9753,,,,,,,,,,,,
9797,,,,,,,,,,,,
9885,,,,,,,,,,,,
9945,,,,,,,,,,,,
1695,,,,,,,,,,,,
3768,,,,,,,,,,,,
1058,,,,,,,,,,,,
1098,,,,,,,,,,,,
1102,,,,,,,,,,,,
1156,,,,,,,,,,,,
1175,,,,,,,,,,,,
1243,,,,,,,,,,,,
1272,,,,,,,,,,,,
1316,,,,,,,,,,,,
1424,,,,,,,,,,,,
1477,,,,,,,,,,,,
1504,,,,,,,,,,,,
1505,,,,,,,,,,,,
1608,,,,,,,,,,,,
1611,,,,,,,,,,,,
1617,,,,,,,,,,,,
1676,,,,,,,,,,,,
1775,,,,,,,,,,,,
1992,,,,,,,,,,,,
2031,,,,,,,,,,,,
2104,,,,,,,,,,,,
2201,,,,,,,,,,,,
2212,,,,,,,,,,,,
2232,,,,,,,,,,,,
2312,,,,,,,,,,,,
2342,,,,,,,,,,,,
2355,,,,,,,,,,,,
2412,,,,,,,,,,,,
2461,,,,,,,,,,,,
2471,,,,,,,,,,,,
2523,,,,,,,,,,,,
2761,,,,,,,,,,,,
2908,,,,,,,,,,,,
3024,,,,,,,,,,,,
3061,,,,,,,,,,,,
3074,,,,,,,,,,,,
3086,,,,,,,,,,,,
3216,,,,,,,,,,,,
3247,,,,,,,,,,,,
3271,,,,,,,,,,,,
3411,,,,,,,,,,,,
3461,,,,,,,,,,,,
3471,,,,,,,,,,,,
3524,46.74088,48.10313,48.92145,45.07026,40.87103,38.76235,37.83356,39.04594,41.72385,44.25131,46.63749,48.09672
3534,48.43829,49.84752,50.73302,46.60375,42.23252,40.06107,39.10326,40.45319,43.32955,45.99985,48.49754,50.14943
3542,43.91764,45.14026,45.89755,41.85252,37.90354,35.98152,35.14991,36.61957,39.07663,41.34468,43.47657,45.04988
3634,,,,,,,,,,,,
3762,,,,,,,,,,,,
3823,,,,,,,,,,,,
3886,,,,,,,,,,,,
3941,,,,,,,,,,,,
3991,,,,,,,,,,,,
4117,,,,,,,,,,,,
4205,,,,,,,,,,,,
4225,,,,,,,,,,,,
4247,,,,,,,,,,,,
4255,,,,,,,,,,,,
4463,,,,,,,,,,,,
4481,,,,,,,,,,,,
4508,,,,,,,,,,,,
4617,,,,,,,,,,,,
4858,,,,,,,,,,,,
4907,,,,,,,,,,,,
5018,,,,,,,,,,,,
5038,,,,,,,,,,,,
5215,,,,,,,,,,,,
5234,,,,,,,,,,,,
5305,,,,,,,,,,,,
5311,,,,,,,,,,,,
5366,,,,,,,,,,,,
5392,,,,,,,,,,,,
5397,,,,,,,,,,,,
5439,,,,,,,,,,,,
5447,,,,,,,,,,,,
5453,,,,,,,,,,,,
5492,,,,,,,,,,,,
5563,,,,,,,,,,,,
5622,,,,,,,,,,,,
5654,,,,,,,,,,,,
5658,,,,,,,,,,,,
5661,,,,,,,,,,,,
5715,,,,,,,,,,,,
5809,,,,,,,,,,,,
5824,,,,,,,,,,,,
5853,,,,,,,,,,,,
5865,,,,,,,,,,,,
6023,,,,,,,,,,,,
